ID_AWARD,ID_LOT_AWARDED,WIN_NAME,WIN_COUNTRY_CODE
8493663,13,Bietergemeinschaft Generationen Landwirtschaft,DE
8494490,,Bietergemeinschaft Wolff &amp; Müller Tief- und Straßenbau GmbH &amp; Co.KG und Max Bögl Stiftung &amp; Co.KG,DE
8495145,,EBSCO Information Services GmbH,DE
8495682,,IP Institut für Projektplanung GmbH,DE
8495908,,Lahmeyer International GmbH,DE
8497408,1,Bundesantalt Technisches Hilfswerk (THW),DE
8497410,3,Austrian Red Cross (ARC),AT
8497483,,Arbeitsgemeinschaft Neubau OU Berne 2B,DE
8498568,,Bluepoint medical &amp; Co. KG,DE
8500401,1,Kolping-Bildungszentrum Ruhr gem. GmbH,DE
8500402,2,Kolping-Bildungszentrum Ruhr gem. GmbH,DE
8501252,1-4,Kramer/Epping/Echterhoff,DE
8503005,,IGES Institut,DE
8503249,,Konopatzki &amp; Edelhäuser Architekten und Beratende Ingenieure GmbH,DE
8504668,,Brochier Infra-Vortriebstechnik GmbH,DE
8507077,1B,BTC Business Technology Consulting AG,DE
8507078,2B,BTC Business Technology Consulting AG,DE
8507405,,Landschaftsarchitektur-Büro Grohmann,DE
8508319,,Consultores de Automatizacion Y Robotica SA,ES
8510529,,Arbeitsgemeinschaft Bauplanung Strübing&amp;Zschuckelt/Baustatik Brenncke/Tega-Tec/Ingenieurbüro Wiechmann/Ingenieurbüro Streubel&amp;Partner,DE
8511258,,Boehmer GmbH,DE
8511326,,ARGE HSS Hertz – Sicherung &amp; Service GmbH / MDG Märkische Dienstleistungsgesellschaft mbH,DE
8511731,,DESAN Marktonderzoek,NL
8513031,1,Werkgemeinschaft Landau,DE
8514138,,Geschw. Balter Bauunternehmung GmbH,DE
8514234,,Arge Sicherung Verden-Langwedel c/o. GSD Sicherheitsdienst GmbH,DE
8515447,5,Lang,DE
8515450,8,Rasch GmbH,DE
8516444,1,Breteuil assurances courtage (mandataire),FR
8516451,1,Forstunternehmen Christian Korf,DE
8516452,2,Forstunternehmen Christian Korf,DE
8516453,3,Forstunternehmen Christian Korf,DE
8516454,4,Forstunternehmen Christian Korf,DE
8516455,5,Forstunternehmen Christian Korf,DE
8516456,6,Forstunternehmen Christian Korf,DE
8516459,9,Forstunternehmen Christian Korf,DE
8516460,10,Forstunternehmen Christian Korf,DE
8516461,11,Forstunternehmen Christian Korf,DE
8516462,12,Forstunternehmen Christian Korf,DE
8516463,13,Forstunternehmen Christian Korf,DE
8516464,14,Forstunternehmen Christian Korf,DE
8516465,15,Forstunternehmen Christian Korf,DE
8516466,16,Forstunternehmen Christian Korf,DE
8516467,17,Forstunternehmen Christian Korf,DE
8516468,18,Forstunternehmen Christian Korf,DE
8516469,19,Forstunternehmen Christian Korf,DE
8516470,20,Forstunternehmen Christian Korf,DE
8516471,21,Forstunternehmen Christian Korf,DE
8516472,22,Forstunternehmen Christian Korf,DE
8516524,,"schöne aussichten landschaftsarchitektur, Landschaftsarchitekten Stadtplaner Ingenieure, Blank/Sandmann/Soyka PartGmbB (mit agc aqua geo consult GmbH)",DE
8516710,2,DHL Paket GmbH,DE
8516974,2,Mindest WMS,CH
8517444,3,Förderband e.V,DE
8517589,,Bietergemeinschaft WES Green GmbH / Bürgerservice Trier,DE
8517967,,Leibniz Research Institute for Environmental Medicine (IUF),DE
8518032,,ARGE Knappensee 2 + 3,DE
8518854,1,ARKTIS GmbH,DE
8519799,,Schegk Landschaftsarchitekten Stadtplaner (Bietergemeinschaft),DE
8520494,,LTB Leitungsbau GmbH,DE
8521640,,Bochumer Verein Verkehrstechnik GmbH,DE
8524553,,Fachgemeinschaft für Wald-Wild-Landschaftsökologie WWL,DE
8524569,,Bewerbergemeinschaft Amberg Engineering AG / SSF Ingenieure – hier: Amberg Engineering AG,CH
8524607,,Bietergemeinschaft IWP und aquasoli – hier: Ingenieurbüro Winkler und Partner GmbH,DE
8525483,1,Assurances Pilliot,FR
8525663,,Bietergemeinschaft Baader Konzept/SFN – Hier: Spang.Fischer.Natzschka GmbH,DE
8526627,1,Heuking Kühn Lüer Wojtek,DE
8526628,2,Heuking Kühn Lüer Wojtek,DE
8526629,3,"BHO — Baumann, Heinrich, Ortner, Rechtsanwälte und Patentanwalt Partnerschaft mbB",DE
8526632,,Unisys Belgium Societe Anonyme,BE
8528614,,PFI Planungsgemeinschaft GmbH &amp; Co. KG,DE
8529411,,PSC Private Security Company GmbH,DE
8529584,,ARGE Sicherung Knoten Halle 3. und 4. AS ESTW c/o. UPZ Sitech GmbH,DE
8530345,2,BDO AG Wirtschaftsprüfungsgesellschaft,DE
8532608,,Bärenstarke Transporte Klaus Borsch,DE
8532693,1,Chubb European Group Limited,DE
8532694,2,Chubb European Group Limited,DE
8532695,3,"AIG Europe Limited, Direktion für Deutschland",DE
8532717,1,T-Systems International GmbH,DE
8532718,2,Cassini Consulting Nord GmbH,DE
8532719,3,T-Systems International GmbH,DE
8532720,4,Sandstein Neue Medien GmbH,DE
8533049,,2D3D.GIS,FR
8533056,,"IntraHealth International, Inc.",US
8533070,1,MR-Agrarservice GmbH,DE
8533071,2,MR-Agrarservice GmbH,DE
8533518,,AG Kontur/ NPC,DE
8533590,,Architekturbüro Hüther,DE
8535330,1,AbZ-Pharma GmbH,DE
8535331,1,1 A Pharma GmbH,DE
8535333,1,Aristo Pharma GmbH,DE
8537749,,BG Bögl / Strobel,DE
8539862,,Götz-Bahnservice Süd GmbH &amp; Co. KG,DE
8543521,,Knebel Baugesellschaft mbH,DE
8543583,,Eurovia Teerbau GmbH,DE
8544685,,AFC Agriculture &amp; Finances Consultants GmbH,DE
8544687,2,Breteuil assurances courtage (mandataire),FR
8544903,,ARGE Sicherung Leiferde – Wolfenbüttel c/o RBD Bahndienstleistungen GmbH,DE
8544906,,Arge Sicherung Vienenburg – Bad Harzburg c/o RBD Bahndienstleistungen GmbH,DE
8545488,2,Deutsches Zentrum für Luft- und Raumfahrt (DLR),DE
8547032,,Ingenieur Team Versorgungstechnik GmbH und Planungsgesellschaft für Elektrotechnik Zajusch mbH,DE
8547110,,GVG Glasfaser GmbH (Teil der Bietergemeinschaft Breitbandversorgung des Zweckverbandes Angeln),DE
8547137,3,USS GmbH,DE
8547148,14,USS GmbH,DE
8547165,31,Arbeiterwohlfahrt Kreisverband Heidenheim e.V.,DE
8547166,32,Inlingua Business Academy Freiburg,DE
8547167,33,Inlingua Business Academy Freiburg,DE
8547172,38,USS GmbH,DE
8547173,39,AAW e.V.,DE
8547174,40,Arbeitskreis für Aus- und Weiterbildung e.V. (AAW e.V.),DE
8547175,41,AAW e.V.,DE
8547176,42,AAW e.V.,DE
8547181,47,USS GmbH,DE
8547185,1,Volkshochschule Offenburg e.V./Institut für deutsche Sprache Offenburg,DE
8547189,55,USS GmbH,DE
8547290,,ARGE DANE | SETZPFANDT – DANE LANDSCHAFTS-ARCHITEKTUR UND STADTPLANUNG BDLA,DE
8547326,,"Ingenieurgemeinschaft Sellhorn-Neumann Spaldingstraße, c/o Sellhorn Ingenieurgemeinschaft mbH",DE
8547581,1,Hallmann Personal- und Schulungscenter GmbH,DE
8549907,,MW &amp; Partner Bauingenieure GmbH,DE
8550259,,Dipl.-Ing. Gajowski GmbH,DE
8550343,,Freecaster Lux SA,DE
8550533,3,Ballei Restaurant,DE
8552873,,BG Jaeger Umwelt+Verkehr mit Jaeger Spezial- und Tiefbau GmbH Los 1,DE
8552965,,Ernst Weber GmbH,DE
8555624,1,BG SPOT Advisory GmbH und Dalberg Consulting LLC,DE
8556241,1,IDC CEMA SRO (member of IDC),CZ
8558231,,SETZPFANDT Beratende Ingenieure GmbH &amp; Co. KG,DE
8558417,,PPS Pipeline Systems GmbH,DE
8560801,,Dr. Blasy – Dr.Overland Beratende Ingenieure GmbH &amp; Co. KG,DE
8561022,,PEM GmbH,DE
8563502,,Aparito,UK
8564127,,Diehl Defnce GmbH&amp;Co.KG,DE
8565254,5,ATA Distribution,FR
8565536,,Die Wiener Volkshochschulen GmbH,AT
8565543,,Gebärdenwerk GmbH,DE
8565563,1,AXA Versicherung AG,DE
8565564,2,Basler Versicherung AG,DE
8565565,3,AIG Europe Limited,DE
8565566,4,AIG Europe Limited,DE
8565646,,Dorsch International Consultants GmbH,DE
8565696,,Bewerbergemeinschaft F. Zoller/WSV Ingeneure,DE
8568746,,Gertec GmbH,DE
8569123,,ADT — Project Ges. d. Arbeitsgemeinschaft Deutscher Tierzüchter mbH,DE
8569761,,Ewald Kalinowsky GmbH &amp; Co. KG,DE
8571896,1,Büro Wald und Landschaftsplanung Ing. Büro Bolle &amp; Katthöver,DE
8571897,2,Büro Wald und Landschaftsplanung Ing. Büro Bolle &amp; Katthöver,DE
8574185,,Architekturbüro Falk von Tettenborn,DE
8574574,3,Forstunternehmen Veikko Meyer,DE
8574767,,Hasselmann GmbH,DE
8577238,,"Bietergemeinschaft IPP-IBL, c/o IPP Ingenieurges. Possel und Partner GmbH &amp; Co KG",DE
8577488,,Icon-Institut GmbH,DE
8577667,,"ARGE MegaHub Lehrte - Los 9.4, c/o Albert Fischer GmbH",DE
8579758,,AfL Hessen,DE
8580078,2,HDI Global SE,DE
8580080,4,ERGO Versicherung AG,DE
8581543,,Institut Dr. Körner &amp; Partner Ingenieurgesellschaft mbH Leipzig,DE
8581850,,Amlin Insurance SE,DE
8582876,,CNIT,IT
8582877,,Consultores de automatización y robótica SA,ES
8582924,,Bietergemeinschaft Wilhelm Gross GmbH &amp; Co. KG / Teerhof Ausphaltstraßenbau GmbH,DE
8584116,,Human Tech Germany GmbH,DE
8585118,,GBL Gesellschaft für Bauüberwachung und -logistik mbH,DE
8585149,,AB Hauswald BDA,DE
8585541,,Arbeitsgemeinschaft Fernwärmetrasse DD Pieschen BA C2-4 Elbradweg Süd,DE
8585722,,Arcadis Germany GmbH,DE
8585724,,LCI Labor Concept Ingenieurgesellschaft mbH,DE
8586623,,Bickhardt Bau AG,DE
8587834,,"Büro Hollricher, Freier Landschaftsarchitekt",DE
8588059,1,Architekturbüro Axmann+Weiß,DE
8588101,,Baugrund Dresden Ingenieurgesellschaft mbH,DE
8588576,1,Arge Netzbaumaßnahmen Nord 2018,DE
8588577,2,Arge Netzbaumaßnahmen Süd 2018,DE
8588650,1,GBL Ingenieurbüro Gesellschaft f. Bauüberwachung und -logistik mbH,DE
8588652,3,DB Engineering &amp; Consulting GmbH,DE
8588653,4,DB Engineering &amp; Consulting GmbH,DE
8588654,5,GBL Ingenieurbüro Gesellschaft f. Bauüberwachung und -logistik mbH,DE
8589747,1,ARGE Implenia SVA GmbH / SIG GmbH,DE
8590760,,Dömges Architekten AG,DE
8590853,,"Bietergemeinschaft Stadt Köln, Amt für Weiterbildung/ Volkshochschule Köln, Im Mediapark 7, 50670 Köln",DE
8591241,,Deutsches Rotes Kreuz Kreisverband Wolfsburg e. V.,DE
8593485,,Mindbox GmbH,DE
8594122,,Bremenports GmbH and Co KG,DE
8594688,3,Igefa Leipzig GmbH &amp; Co. KG (Einzelauftrag),DE
8594695,1,Böttjer Frischdienst Gmbh,DE
8594696,2,Böttjer Frischdienst GmbH,DE
8594697,3,Bio-Frischfleisch Fricke GmbH,DE
8594698,4,Böttjer Frischdienst GbmH,DE
8594700,6,Böttjer Frischdienst GmbH,DE
8594701,7,Böttjer Frischdienst GmbH,DE
8594702,8,Böttjer Frischdienst GmbH,DE
8594703,9,Böttjer Frischdienst GmbH,DE
8594704,10,Böttjer Frischdienst GmbH,DE
8594705,11,Böttjer Frischdienst GmbH,DE
8595729,,BG Schüßler-Plan Ing. mbH / IBB Mangold Ing. mbH,DE
8595753,,Bietergemeinschaft Henn GmbH/Möller Danmark A/S,DE
8596018,1,Andreas Krautz,DE
8596019,2,Andreas Krautz,DE
8596816,,Bietergemeinschaft Strabag GmbH + Johann Joos GmbH und Vogel Bau GmbH,DE
8596821,,Bietergemeinschaft Wachenfeld-Riede,DE
8596917,,Fa. Hans Arnold,DE
8597625,1,Microbox GmbH,DE
8598567,,BHI Ingenieure Bollert &amp; Henschel Ingenieurgesellschaft und Partner,DE
8598568,,Bietergemeinschaft dreher + stetter / BIT Ingenieure,DE
8600212,,"Akademie und Forschungszentrum für Ganzheitsmedizin, angeschlossen an das Institut für Biomechanik, Norbert Fuhr",DE
8602821,,Bietergemeinschaft WES GmbH Hamburg + Ingenieurbüro Kulta GmbH Güstrow,DE
8603024,1,Eisenwerk Arnstadt GmbH,DE
8603102,,RAILING. GmbH,DE
8603673,,JNS Dachtechnik GmbH,DE
8603677,,Werner Marek Bautenschutz GmbH,DE
8603709,1,Bietergemeinschaft Echterhoff/Epping,DE
8604947,1,Sysback AG,DE
8604948,2,Atos Information Technology GmbH,DE
8604949,3,Atlas Titan GmbH,DE
8604950,4,Atos Information Technology GmbH,DE
8604951,5,Atlas Titan GmbH,DE
8604952,6,Advantics GmbH,DE
8604953,7,Advantics GmbH,DE
8604954,8,Atlas Titan GmbH,DK
8604955,9,Advantics GmbH,DE
8604956,10,Atlas Titan GmbH,DE
8604957,11,Atlas Titan GmbH,DE
8604958,12,Atlas Titan GmbH,DE
8604959,13,Atlas Titan GmbH,DE
8604960,14,DST Consultin GmbH,DE
8604961,15,Atlas Titan GmbH,DE
8604962,16,Computacenter AG &amp; Co. oHG,DE
8604963,17,Advantics GmbH,DE
8605035,,Architekturbüro Eckert,DE
8605044,,"Arge: Gutthann Architekten &amp; Ingenieure GmbH mit HIW Hornberger, Illner, Weny Gesellschaft von Architekten mbH",DE
8605276,,Geschw. Balter Bauunternehmung GmbH,DE
8605763,,Bietergemeinschaft Colcrete-von Essen GmbH &amp; Co. KG/Böhling Bauunternehmen GmbH,DE
8606795,1,ESE GmBH,DE
8606796,2,ESE GmBH,DE
8606797,3,ESE GmBH,DE
8606798,4,ESE GmBH,DE
8606799,5,ESE GmBH,DE
8607500,,"Bietergemeinschaft A!, Örtl. BÜ Rheinbrücke und Rampenbauwerk K 35 (VF-LEV) c/o BUNG Baumanagement GmbH",DE
8607968,2,Prysmian Cables and Systems Limited,UK
8607969,3,Tele-Fonika Kable SA,PL
8607970,4,Tratos Cavi spa t/a Tratos UK Limited,UK
8609595,1,"Bietergemeinschaft: Deutsches Rotes Kreuz Kreisverband Freiburg e.V., Caritas Verband Freiburg-Stadt, Diakonisches Werk Freiburg, Evangelische Stadtmission Freiburg",DE
8609597,3,"Bietergemeinschaft: Deutsches Rotes Kreuz Kreisverband Freiburg e.V., Caritas Verband Freiburg-Stadt, Diakonisches Werk Freiburg, Evangelische Stadtmission Freiburg",DE
8609598,4,"Bietergemeinschaft: Deutsches Rotes Kreuz Kreisverband Freiburg e.V., Caritas Verband Freiburg-Stadt, Diakonisches Werk Freiburg, Evangelische Stadtmission Freiburg",DE
8612136,,GEFRA Gesellschaft für Finanz- und Regionalanalysen Prof. Dr. Untiedt &amp; Dr. Alecke GbR,DE
8612231,,Arge Straßenreinigung Löhne c/o ALBA Städte- u. Industriereinigung Baving GmbH,DE
8612265,,G.U.B. Ingenieur AG,DE
8612394,,Büro Dr. Schröter,DE
8613469,Ranked 2,HCL Consultants Ltd,CY
8615040,,Brinkmann &amp; Partner Rechtsanwälte | Steuerberater,DE
8616361,6,Energie Südbayern GmbH,DE
8616370,1,AbZ-Pharma GmbH,DE
8616371,2,AbZ-Pharma GmbH,DE
8616372,3,Sanofi-Aventis Deutschland GmbH,DE
8616373,3,Aurobindo Pharma GmbH,DE
8616374,3,Heumann Pharma GmbH &amp; Co. Generica KG,DE
8616375,4,1 A Pharma GmbH,DE
8616376,5,1 A Pharma GmbH,DE
8616379,6,Sanofi-Aventis Deutschland GmbH,DE
8616388,13,1 A Pharma GmbH,DE
8616389,14,AbZ-Pharma GmbH,DE
8616391,16,1 A Pharma GmbH,DE
8616392,17,AbZ-Pharma GmbH,DE
8616396,19,Sanofi_Aventis Deutschland GmbH,DE
8616399,22,1 A Pharma GmbH,DE
8616418,33,Heumann Pharma GmbH &amp; Co. Generica KG,DE
8616421,36,1 A Pharma GmbH,DE
8616422,37,AbZ-Pharma GmbH,DE
8616428,42,Heumann Pharma GmbH &amp; Co. Generica KG,DE
8616429,42,1 A Pharma GmbH,DE
8616430,43,Sanofi-Aventis Deutschland GmbH,DE
8617290,,Bundesamt fur Seeschifffahrt und Hydrographie,DE
8617411,2,Herr Jürgen Krüßmann,DE
8617882,,A &amp; A GmbH &amp; Co.KG,DE
8618036,,Partyservice Hessel,DE
8618219,,Götz Bahnservice Süd GmbH,DE
8618268,,BPR Dr. Schäpertöns Consult,DE
8618284,5,BPB GmbH,DE
8618285,6,BPB GmbH,DE
8618286,7,INGE OBP PD Frankfurt 2018 c/o.GBL Ges.f.Bauüberwach.u.logistik mbH,DE
8618287,8,INGE OBP PD Frankfurt 2018 c/o.GBL Ges.f.Bauüberwach.u.logistik mbH,DE
8618584,,Korzonek Haus und Grund GmbH,DE
8623307,,Bundesamt fur seeschifffahrt und hydrographie,DE
8624197,,G quadrat Geokunststoffgesellschaft mbH,DE
8625951,,Arcadis Germany GmbH,DE
8626049,,Arge BPR Dr. Schäpertons Consult/Schneider &amp; Partner,DE
8627884,,Collecte localisation satellites,FR
8628403,,Siemens A/S,DK
8628469,2,DB Engineering &amp; Consulting GmbH,DE
8629201,1,Pomorskie Przedsiębiorstwo Mechaniczno-Torowe Sp. z o.o.,PL
8630985,,Lindschulte Ingenieurgesellschaft mbH,DE
8631100,,DIW Econ GmbH,DE
8631156,,Axa Versicherung AG (Beteiligungsversicherer),DE
8633032,1,Cancom on line GmbH,DE
8633550,,"HCC International Insurance Company, PLC Zweigniederlassung für Spanien",ES
8633635,,Busverkehr Südbayern GmbH,DE
8633646,2,"Bietergemeinschaft Brüggenthies, Zander, Mertens",DE
8634695,,EUROGIP,FR
8636296,,Schindler Aufzüge und Fahrtreppen GmbH,DE
8636681,,Josef Pfaffinger Bauunternehmung GmbH,DE
8637941,,Omnibusunternehmen Hans Brandstätter,DE
8638709,,SPL Powerlines Germany GmbH,DE
8638838,,"F + Z Baugesellschaft, Zweigniederlassung der Hecker Bau GmbH &amp; Co. KG",DE
8640101,1,August Bertram GmbH &amp; Co KG,DE
8640102,2,August Bertram GmbH &amp; Co KG,DE
8640113,2,"Bietergemeinschaft EIBS GmbH – proVIA GmbH, c/o EIBS GmbH",DE
8640114,3,"Arge BUNG Ingenieure AG / ICL Ingenieur Consult GmbH, c/o BUNG Ingenieure AG",DE
8641048,,ARGE Bauunion GmbH Wandersleben,DE
8641219,,"Bietergemeinschaft Hülskens GmbH &amp; Co. KG, Ways &amp; Freytag Ingenieurbau AG",DE
8641235,,Bauunternehmen Echterhoff GmbH &amp; Co. KG,DE
8642436,,HASSIS-Holidays GmbH,DE
8643635,,Bauer Spezialtiefbau GmbH,DE
8643641,,DBFZ / Centre allemand de recherche sur la biomasse,DE
8645163,,Meindl Entsorgungsservice GmbH,DE
8646505,1,"Bietergemeinschaft Heinz Schnorpfeil Bau GmbH, SEH Engineering GmbH",DE
8647226,,NIRAS A/S,DK
8647285,,Mainlevel Consulting AG,DE
8647345,,ARGE IB Mayr GbR / Ingieurbüro Dr. Ing. Schreff,DE
8647346,,Architekten BDA Rauh Damm Stiller Partner Planungsgesellschaft mbH,DE
8647402,1,Matthias Guttke Consulting,DE
8647406,1,Antje Kockott-Metje,DE
8647410,1,Existenzgründerberaterin Daniela Rostek,DE
8647416,1,Heike Faust,DE
8647423,1,Carmen Jasmyn Hoffmann,DE
8647429,1,Leitwerk Unternehmensberatung Anja Lipp,DE
8647431,1,Gründungsberatung und Bürodienstleistung Frank Heyduck,DE
8647433,1,Monika Schefuhs,DE
8647435,1,Adwing Werbeagentur Guido Wittenhagen,DE
8648214,03 - 05,"Krause &amp; Co. Hoch-, Tief- und Anlagenbau GmbH",DE
8649167,,LogPay Financial Services GmbH,DE
8649534,,"Architekten mbB, Vahle + Partner",DE
8649615,,A|SH Sander.Hofrichter Architekten GmbH in ARGE mit Freianlage.de,DE
8649811,,BuM Beton- und Monierbau GmbH,DE
8649847,,"Hartung Bau, Ingenieur- Tief- und Straßenbau GmbH",DE
8653050,,Alpine Bau CZ a.s.,CZ
8653092,,Max Bögl Stiftung &amp; Co. KG,DE
8653109,,Fenster Werner Darmstadt GmbH &amp; Co. KG,DE
8654523,8,Sahar Dolmetscher-Büro,DE
8654645,,BUNG Ingenieure AG,DE
8655782,1,Heumann Pharma Gmbh &amp; Co. Generica KG (BG Heumann/Heunet GbR),DE
8655783,1,MEDA Pharma GmbH &amp; Co. KG (Bietergemeinschaft Mylan/Meda GbR),DE
8655785,2,"AbZ-Pharma GmbH (BG TEVA ratiopharm GbR (AbZ, ratiopharm, Teva))",DE
8655786,3,Sanofi-Aventis Deutschland GmbH (BG Zentiva/Sanofi GbR),DE
8655788,3,1 A Pharma GmbH (BG Hexal 1 A Pharma GbR),DE
8655789,4,"AbZ-Pharma GmbH (BG TEVA ratiopharm GbR (AbZ, ratiopharm, Teva))",DE
8655790,4,MEDA Pharma GmbH &amp; Co. KG (Bietergemeinschaft Mylan/Meda GbR),DE
8655791,4,1 A Pharma GmbH (BG Hexal 1 A Pharma GbR),DE
8655793,5,Aurobindo Pharma GmbH (BG PUREN/Aurobindo GbR),DE
8655795,5,Heumann Pharma Gmbh &amp; Co. Generica KG (BG Heumann/Heunet GbR),DE
