ID_AWARD,ID_LOT_AWARDED,CAE_NAME,ISO_COUNTRY_CODE
8449425,1,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449426,2,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449427,3,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449428,4,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449429,5,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449430,6,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449431,7,Land Baden-Württemberg vertreten durch das Regierungspräsidium Stuttgart,DE
8449485,1,"Stadt Leipzig, Branddirektion",DE
8449486,2,"Stadt Leipzig, Branddirektion",DE
8449523,,Bundesamt für Seeschifffahrt und Hydrographie,DE
8449566,,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Stadtentwässerungsbetrieb Düsseldorf",DE
8449575,,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.; Generalverwaltung,DE
8449607,,Bundesanstalt für Straßenwesen,DE
8449611,1,Magistrat der Stadt Lich,DE
8449612,2,Magistrat der Stadt Lich,DE
8449613,3,Magistrat der Stadt Lich,DE
8449768,,Deutsches Institut für Medizinische Dokumentation und Information,DE
8449769,,Staatsbetrieb Sachsenforst – Forstbezirk Chemnitz,DE
8449771,1,Stadtverwaltung Ochtrup,DE
8449772,2,Stadtverwaltung Ochtrup,DE
8449773,3,Stadtverwaltung Ochtrup,DE
8449774,,Staatsbetrieb Sachsenforst — Forstbezirk Chemnitz,DE
8449775,,Universitätsklinikum Magdeburg A. ö. R.,DE
8449801,,Landesnahverkehrsgesellschaft Niedersachsen mbH (LNVG),DE
8449802,,"Gemeinde Pilsach, vertreten durch die Verwaltungsgemeinschaft Neumarkt i. d. Opf.",DE
8449827,,Bayerische Staatsforsten AöR,DE
8449831,1,Stadt Pforzheim,DE
8449832,2,Stadt Pforzheim,DE
8449833,3,Stadt Pforzheim,DE
8449841,,Bundesministerium für Wirtschaft und Energie (BMWi) Referat I C 4,DE
8449848,1,Stadt Braunsbedra,DE
8449849,2,Stadt Braunsbedra,DE
8449852,1,Stadt Braunsbedra,DE
8449853,2,Stadt Braunsbedra,DE
8449860,,Staatliches Bauamt Ingolstadt,DE
8449865,,BWI GmbH,DE
8449878,,Bundesministerium für Wirtschaft und Energie (BMWi) Referat I C 4,DE
8450028,,Stadt Hauzenberg,DE
8450041,,Jobcenter Wuppertal AöR,DE
8450051,,IHK Gesellschaft für Informationsverarbeitung mbH,DE
8450055,1,degewo AG,DE
8450056,1,degewo AG,DE
8450057,1,degewo AG,DE
8450058,2,degewo AG,DE
8450059,2,degewo AG,DE
8450060,2,degewo AG,DE
8450065,,"Senatsverwaltung für Umwelt, Verkehr und Klimaschutz, Abteilung Tiefbau",DE
8450076,1,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,DE
8450077,2,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,DE
8450085,,Wasserverband Lumbdatal,DE
8450118,1,IHK Gesellschaft für Informationsverarbeitung mbH,DE
8450119,2,IHK Gesellschaft für Informationsverarbeitung mbH,DE
8450120,,Wasserstraßen- und Schifffahrtsamt Cuxhaven,DE
8450155,,Tourism Ireland Limited,IE
8450229,,AOK Bayern - Die Gesundheitskasse,DE
8450235,,Bundesanstalt für Straßenwesen,DE
8450240,,Autobahndirektion Südbayern,DE
8450247,,Burg Hohenzollern GbR,DE
8450269,,Techniker Krankenkasse,DE
8450270,,Bundesministerium für Wirtschaft und Energie (BMWi) Referat I C 4,DE
8450280,,Zweckverband Restabfallbehandlung Ostthüringen (ZRO),DE
8450285,,"Hansestadt Lübeck Bereich 1.102 Logistik, Statistik u.Wahlen",DE
8450286,,Regierungspräsidium Karlsruhe,DE
8450289,1,Landkreis Heidekreis vertreten durch die Gebäudemanagement Schleswig-Holstein AöR (GMSH),DE
8450290,2,Landkreis Heidekreis vertreten durch die Gebäudemanagement Schleswig-Holstein AöR (GMSH),DE
8450296,,Stadt Hildesheim,DE
8450298,,"Deutsche Bundesbank, Beschaffungszentrum",DE
8450305,1,Abfallwirtschaftsverband Chemnitz,DE
8450306,2,Abfallwirtschaftsverband Chemnitz,DE
8450521,1,Bundesagentur für Arbeit Regionales Einkaufszentrum BB/SAT Niederlassung Halle,DE
8450522,2,Bundesagentur für Arbeit Regionales Einkaufszentrum BB/SAT Niederlassung Halle,DE
8450523,3,Bundesagentur für Arbeit Regionales Einkaufszentrum BB/SAT Niederlassung Halle,DE
8450524,,Beschaffungsamt des Bundesministeriums des Innern,DE
8450529,1,Bundesagentur für Arbeit Regionales Einkaufszentrum BB/SAT Niederlassung Halle,DE
8450535,2,Bundesagentur für Arbeit Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen),DE
8450536,3,Bundesagentur für Arbeit Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen),DE
8450537,1,"Bundesagentur für Arbeit, Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen)",DE
8450539,2,"Bundesagentur für Arbeit, Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen)",DE
8450540,3,"Bundesagentur für Arbeit, Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen)",DE
8450546,9,"Bundesagentur für Arbeit, Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen)",DE
8450548,11,"Bundesagentur für Arbeit, Regionales Einkaufszentrum Bayern (mit Zuständigkeit für Bayern und Sachsen)",DE
8450582,,ÜSTRA Hannoversche Verkehrsbetriebe Aktiengesellschaft,DE
8450585,1,NAHBUS Nordwestmecklenburg GmbH,DE
8450586,2,NAHBUS Nordwestmecklenburg GmbH,DE
8450588,,DB Energie GmbH,DE
8450607,,DB Netz AG,DE
8450626,,DB Netz AG (Bukr 16),DE
8450629,,DB Energie GmbH,DE
8450643,,SBEV - Stadtbahn Europaviertel Projetkbaugesellschaft mbH,DE
8450677,9,"Asklepios Klinikum Uckermark, Schwedt – Ambul. OP und Erweiterung AWR",DE
8450689,,Nds. Landesamt für Verbraucherschutz und Lebensmittelsicherheit,DE
8450690,,Beschaffungsamt des BMI,DE
8450691,1,Stadt Gütersloh,DE
8450692,1,Stadt Gütersloh,DE
8450693,1,Verbandsgemeinde Wittlich-Land,DE
8450694,2,Verbandsgemeinde Wittlich-Land,DE
8450760,,Stadt Bruchsal,DE
8450786,,GASAG AG,DE
8450797,,Stadt Gütersloh,DE
8450820,1,BWI GmbH,DE
8450859,,"ABD Südbayern, Dst. Regensburg",DE
8450860,1,Universitätsklinikum Bonn AöR,DE
8450864,,Diakonie-Klinikum Schwäbisch Hall gemeinnützige GmbH,DE
8450865,,Nibelungen-Wohnbau-GmbH,DE
8450878,,"Land Baden-Württemberg, vertreten durch den Landesbetrieb Vermögen und Bau Baden-Württemberg, Amt Stuttgart",DE
8450881,,Region Hannover,DE
8450884,,Diakonie-Klinikum Schwäbisch Hall gemeinnützige GmbH,DE
8450885,,Stadt Leipzig,DE
8450886,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8450887,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8450888,,Stadt Wuppertal,DE
8450889,,LBM Diez,DE
8450890,,Städtische Altenpflegeheime Leipzig gGmbH,DE
8450892,,Staatliches Bauamt Ansbach,DE
8450893,,ANregiomed - Klinikum Ansbach,DE
8450896,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8450897,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8450898,,Land Schleswig-Holstein endvertreten durch Gebäudemanagement Schleswig-Holstein AöR,DE
8450899,,Stadt Göppingen,DE
8450901,22,BG Klinikum Unfallkrankenhaus Berlin gGmbH,DE
8450902,,Region Hannover,DE
8450916,,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen- Vergabestelle,DE
8450918,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8450919,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8450920,,Staatliches Bauamt Ansbach,DE
8450923,,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Leipzig 1",DE
8450932,1,GEWOFAG Wohnen GmbH,DE
8450934,,Staatliches Bauamt Kempten,DE
8450935,1,GEWOFAG Wohnen GmbH,DE
8450936,,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Leipzig 1",DE
8450946,1,GEWOFAG Wohnen GmbH,DE
8450947,,"BLB NRW, Niederlassung Duisburg",DE
8450948,1,GEWOFAG Wohnen GmbH,DE
8450954,1,GEWOFAG Wohnen GmbH,DE
8450956,1,GEWOFAG Wohnen GmbH,DE
8450957,,Staatliches Bauamt Kempten,DE
8450958,1,BG Klinikum Unfallkrankenhaus Berlin gGmbH,DE
8450959,,Landkreis Kassel,DE
8450960,,"Land Berlin, vertreten durch das Bezirksamt Reinickendorf von Berlin, Abt. BauBiKu, Straßen- und Grünflächenamt, FB Straßenbau",DE
8450961,1,GEWOFAG Wohnen GmbH,DE
8450962,,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Bautzen",DE
8450963,1,GEWOFAG Wohnen GmbH,DE
8450965,HZW14.2,Grundstücks-Gesellschaft TRAVE mbH,DE
8450966,,"Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Niederlassung Leipzig 1",DE
8450967,1,GEWOFAG Wohnen GmbH,DE
8450968,1,GEWOFAG Wohnen GmbH,DE
8450969,keine Losaufteilung,Stadt Dülmen,DE
8450973,1,GEWOFAG Wohnen GmbH,DE
8451107,,"Stadt Regensburg, Vergabeamt",DE
8451108,,Universitätsklinikum Aachen AöR,DE
8451128,,Turun seudun puhdistamo Oy,FI
8451129,,Stadt Heilbad Heiligenstadt,DE
8451152,1,Klinikum Augsburg,DE
8451153,2,Klinikum Augsburg,DE
8451178,1,"Regierungspräsidium Tübingen, Abt. 9, Landesstelle für Straßentechnik",DE
8451179,2,"Regierungspräsidium Tübingen, Abt. 9, Landesstelle für Straßentechnik",DE
8451180,3,"Regierungspräsidium Tübingen, Abt. 9, Landesstelle für Straßentechnik",DE
8451208,,Entsorgungsbetrieb der Stadt Siegen (ESi),DE
8451221,,"Stadtverwaltung Görlitz, Dezernat I, Vergabewesen",DE
8451223,,BwDLZ Wunstorf,DE
8451304,66,Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie,PL
8451305,67,Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie,PL
8451306,68,Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie,PL
8451324,86,Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie,PL
8451370,1.1,Gemeinde Henstedt-Ulzburg---Stadt Pinneberg,DE
8451438,,"Stadt Ludwigshafen, WBL Bereich Entsorgungsbetrieb und Verkehrstechnik",DE
8451445,,Hochschule Aalen,DE
8451457,,Dataport AöR,DE
8451484,,Deutsche Rentenversicherung Bund Zentraler Einkauf,DE
8451589,,Aufgabenträger des Katastrophenschutzes des Landes Brandenburg,DE
8451605,,Stadt Goslar,DE
8451626,1,Gemeinde Polling,DE
8451627,2,Gemeinde Polling,DE
8451719,1,Beschaffungsamt des Bundesministeriums des Innern,DE
8451720,2,Beschaffungsamt des Bundesministeriums des Innern,DE
8451761,1,Karl-Franzens-Universität Graz,AT
8451766,6,Karl-Franzens-Universität Graz,AT
8451896,,Salzlandkreis,DE
8451970,1,Bundesnetzagentur,DE
8451971,2,Bundesnetzagentur,DE
8451973,4,Bundesnetzagentur,DE
8451975,6,Bundesnetzagentur,DE
8451978,9,Bundesnetzagentur,DE
8451979,10,Bundesnetzagentur,DE
8451992,,Bundesnetzagentur,DE
8452018,1,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452019,2,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452020,3,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452021,4,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452022,5,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452023,6,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452024,7,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452025,8,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452026,9,Kreis Herford im Auftrag diverser Kommunen im Kreis Herford,DE
8452027,1,Lieferung eines TLF3000,DE
8452028,2,Lieferung eines TLF3000,DE
8452029,1,Magistrat der Stadt Langenselbold,DE
8452030,2,Magistrat der Stadt Langenselbold,DE
8452236,1,Hansestadt Rostock – Eigenbetrieb „Kommunale Objektbewirtschaftung und -entwicklung der Hansestadt Rostock“,DE
8452237,2,Hansestadt Rostock – Eigenbetrieb „Kommunale Objektbewirtschaftung und -entwicklung der Hansestadt Rostock“,DE
8452238,3,Hansestadt Rostock – Eigenbetrieb „Kommunale Objektbewirtschaftung und -entwicklung der Hansestadt Rostock“,DE
8452239,1,Stadt Esslingen am Neckar,DE
8452244,,"Land Baden-Württemberg, vertreten durch den Landesbetrieb Vermögen und Bau Baden-Württemberg, Amt Stuttgart",DE
8452246,1,"Landeshauptstadt Hannover, Stadtentwässerung Hannover",DE
8452247,2,"Landeshauptstadt Hannover, Stadtentwässerung Hannover",DE
8452248,3,"Landeshauptstadt Hannover, Stadtentwässerung Hannover",DE
8452249,4,"Landeshauptstadt Hannover, Stadtentwässerung Hannover",DE
8452251,1,"Magistrat der Stadt Frankfurt am Main, vertreten durch das Hochbauamt",DE
8452252,2,"Magistrat der Stadt Frankfurt am Main, vertreten durch das Hochbauamt",DE
8452253,3,"Magistrat der Stadt Frankfurt am Main, vertreten durch das Hochbauamt",DE
8452254,4,"Magistrat der Stadt Frankfurt am Main, vertreten durch das Hochbauamt",DE
8452256,,"Stadt Chemnitz, Hauptamt Abt. Zentrale Dienste /Submission",DE
8452257,1,KfW,DE
8452258,2,KfW,DE
8452265,,"Freistaat Thüringen Landesamt für Bau und Verkehr, Abteilung 5 - Hochbau",DE
8452274,,"Bundesstadt Bonn, Referat Vergabedienste",DE
8452277,1,"Landkreis Mayen-Koblenz, vertreten durch die Verkehrsverbund Rhein-Mosel GmbH als Vergabestelle",DE
8452314,1,"Freie und Hansestadt Hamburg, FB SBH | Schulbau Hamburg",DE
8452315,2,"Freie und Hansestadt Hamburg, FB SBH | Schulbau Hamburg",DE
8452327,,Regierung von Oberbayern - Zentrale Vergabestelle,DE
8452328,,Universitätsklinikum Aachen AöR,DE
8452368,,KfW,DE
8452396,1,"Bundesagentur für Arbeit (BA), vertreten durch den Vorstand, hier vertreten durch die Leiterin des Geschäftsbereiches Einkauf im BA-Service-Haus",DE
8452397,2,"Bundesagentur für Arbeit (BA), vertreten durch den Vorstand, hier vertreten durch die Leiterin des Geschäftsbereiches Einkauf im BA-Service-Haus",DE
8452398,3,"Bundesagentur für Arbeit (BA), vertreten durch den Vorstand, hier vertreten durch die Leiterin des Geschäftsbereiches Einkauf im BA-Service-Haus",DE
8452403,1,KfW,DE
8452404,2,KfW,DE
8452405,,Universitätsklinikum Jena,DE
8452410,1,Stadt Neubrandenburg – Zentrale Vergabestelle,DE
8452411,2,Stadt Neubrandenburg – Zentrale Vergabestelle,DE
8452428,1,Landkreis Teltow-Fläming,DE
8452456,,Hamburger Stadtentwässerung AöR---Hamburger Wasserwerke GmbH,DE
8452463,,Adlershof Facility Management GmbH,DE
8452465,1,Hamburger Stadtentwässerung AöR---Hamburger Wasserwerke GmbH,DE
8452466,2,Hamburger Stadtentwässerung AöR---Hamburger Wasserwerke GmbH,DE
8452467,3,Hamburger Stadtentwässerung AöR---Hamburger Wasserwerke GmbH,DE
8452468,4,Hamburger Stadtentwässerung AöR---Hamburger Wasserwerke GmbH,DE
8452586,,Bundesnetzagentur,DE
8452587,,Bundesnetzagentur,DE
8452588,,Bundesnetzagentur,DE
8452596,1,Bayerisches Landesamt für Schule,DE
8452597,2,Bayerisches Landesamt für Schule,DE
8452598,3,Bayerisches Landesamt für Schule,DE
8452599,4,Bayerisches Landesamt für Schule,DE
8452600,5,Bayerisches Landesamt für Schule,DE
8452601,6,Bayerisches Landesamt für Schule,DE
8452602,7,Bayerisches Landesamt für Schule,DE
8452603,8,Bayerisches Landesamt für Schule,DE
8452604,9,Bayerisches Landesamt für Schule,DE
8452605,10,Bayerisches Landesamt für Schule,DE
8452606,11,Bayerisches Landesamt für Schule,DE
8452607,12,Bayerisches Landesamt für Schule,DE
8452608,13,Bayerisches Landesamt für Schule,DE
8452609,14,Bayerisches Landesamt für Schule,DE
8452610,15,Bayerisches Landesamt für Schule,DE
8452611,16,Bayerisches Landesamt für Schule,DE
8452612,17,Bayerisches Landesamt für Schule,DE
8452613,18,Bayerisches Landesamt für Schule,DE
8452614,19,Bayerisches Landesamt für Schule,DE
8452615,20,Bayerisches Landesamt für Schule,DE
8452619,1,Landkreis Oberhavel,DE
8452620,2,Landkreis Oberhavel,DE
8452621,3,Landkreis Oberhavel,DE
8452636,1,DAK-Gesundheit,DE
8452637,2,DAK-Gesundheit,DE
8452814,,"Deutsche Bundesbank, Beschaffungszentrum",DE
8452822,,DAK-Gesundheit,DE
8452838,,"Senatsverwaltung für Stadtentwicklung und Wohnen, Abteilung V Hochbau",DE
8452839,,Bayerische Versorgungskammer (im Namen der von ihr gesetzlich vertretenen Versorgungseinrichtungen (siehe Punkt VI.3),DE
8452853,,Vivantes - Netzwerk für Gesundheit GmbH,DE
8452856,1,Kassenärztliche Bundesvereinigung,DE
8452857,2,Kassenärztliche Bundesvereinigung,DE
8452858,3,Kassenärztliche Bundesvereinigung,DE
8452859,4,Kassenärztliche Bundesvereinigung,DE
8452860,5,Kassenärztliche Bundesvereinigung,DE
8452927,1,Deutsches Museum von Meistwerken der Naturwissenschaften und Technik (AdöR),DE
8452928,2,Deutsches Museum von Meistwerken der Naturwissenschaften und Technik (AdöR),DE
8452929,3,Deutsches Museum von Meistwerken der Naturwissenschaften und Technik (AdöR),DE
8452930,,Deutsches Museum von Meisterwerken der Naturwissenschaft und Technik (AdöR),DE
8452980,,Stadt Frankenthal (Pfalz),DE
8453206,1,Bundesagentur für Arbeit Regionales Einkaufszentrum BB/SAT,DE
8453212,,DB Netz AG (Bukr 16),DE
8453213,,Stadtwerke München GmbH,DE
8453216,,DB Netz AG (Bukr 16),DE
8453217,1,DB Netz AG (Bukr 16),DE
8453218,2,DB Netz AG (Bukr 16),DE
8453219,3,DB Netz AG (Bukr 16),DE
8453220,4,DB Netz AG (Bukr 16),DE
8453231,,ÖBB-Infrastruktur AG,AT
8453233,3 - festes Enteisungsmittel,Flughafen Leipzig/Halle GmbH,DE
8453241,2 - flüssiges Enteisungsmittel 48 - 52 % Wirkstoffanteil,Flughafen Leipzig/Halle GmbH,DE
8453242,1 - flüssiges Enteisungsmittel 52 - 56 % Wirkstoffanteil,Flughafen Leipzig/Halle GmbH,DE
8453246,,DB AG Konzernleitung (Bukr 10),DE
8453259,,Westfalen Weser Netz GmbH,DE
8453260,,Westfalen Weser Netz GmbH,DE
8453261,,Westfalen Weser Netz GmbH,DE
8453262,,Westfalen Weser Netz GmbH,DE
8453263,,Westfalen Weser Netz GmbH,DE
8453290,1,DB AG Konzernleitung (Bukr 10),DE
8453291,2,DB AG Konzernleitung (Bukr 10),DE
8453292,3,DB AG Konzernleitung (Bukr 10),DE
8453293,4,DB AG Konzernleitung (Bukr 10),DE
8453294,5,DB AG Konzernleitung (Bukr 10),DE
8453295,6,DB AG Konzernleitung (Bukr 10),DE
8453296,7,DB AG Konzernleitung (Bukr 10),DE
8453297,8,DB AG Konzernleitung (Bukr 10),DE
8453298,9,DB AG Konzernleitung (Bukr 10),DE
8453299,10,DB AG Konzernleitung (Bukr 10),DE
8453300,11,DB AG Konzernleitung (Bukr 10),DE
8453301,12,DB AG Konzernleitung (Bukr 10),DE
8453302,13,DB AG Konzernleitung (Bukr 10),DE
8453316,,DB Netz AG (Bukr 16),DE
8453317,,DB Netz AG (Bukr 16),DE
8453318,,DB Netz AG (Bukr 16),DE
8453319,,DB Netz AG (Bukr 16),DE
8453322,1+2,Flughafen Berlin Brandenburg GmbH,DE
8453349,,DB Netz AG (Bukr 16),DE
8453357,,Energinet,DK
8453401,,Bremer Straßenbahn AG,DE
8453410,1,Deutsches Elektronen-Synchrotron DESY in der Helmholtz Gemeinschaft,DE
8453411,1,Landesbetrieb Daten und Information,DE
8453416,1,Landesbetrieb Daten und Information,DE
8453501,,Instituto Regional de Investigación y Desarrollo Agroalimentario y Forestal de Castilla-La Mancha,ES
8453502,,Dezernat Finanzen und Beschaffung,DE
8453583,1,Ministerium des Innern und für Sport Rheinland-Pfalz,DE
8453727,,HIL Heeresinstandsetzungslogistik GmbH,DE
8453729,,HIL Heeresinstandsetzungslogistik GmbH,DE
8453730,1,HIL Heeresinstandsetzungslogistik GmbH,DE
8453731,2,HIL Heeresinstandsetzungslogistik GmbH,DE
8453732,,HIL Heeresinstandsetzungslogistik GmbH,DE
8453735,,DB Netz AG,DE
8453947,,Berinfor AG,CH
8453954,,Stadtwerke München GmbH,DE
8453955,,Stadtwerke München GmbH,DE
8453956,,Stadtwerke München GmbH,DE
8453958,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8453959,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8453960,,"Bundesamt für Bauwesen und Raumordnung, in Vertretung des Bundesministeriums für Umwelt, Naturschutz, Bau und Reaktorsicherheit",DE
8453961,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8453962,,Forschungszentrum Jülich GmbH---Staatliches Bauamt Rosenheim,DE
8453973,,"Gemeinde Eitorf, Der Bürgermeister",DE
8453974,,Stadt Leer (Ostfriesland),DE
8453975,,Hansestadt Lüneburg,DE
8453976,1 - Trockenbau - Wände und Brandschutzverkleidungen,Hansestadt Lüneburg,DE
8453977,,"Gemeinde Eitorf, Der Bürgermeister",DE
